Url,Product Name,Size,Color,Quantity,Brand,Product Information,currency,Price,Product ID,Price Before Discount,Gender,Picture,specifications,breadcrumbs,material,labeling,availability,category name,product type
https://www.matalanme.com/ae_en/girls-ribbed-high-neck-top-p-c25268700001,Girls Ribbed High Neck Top,1 - 1.5 Y,Red,,Matalan,"Add a stylish staple to her wardrobe with this Girls Red Ribbed High Neck Top. Made from soft, stretchy ribbed fabric, it features a snug fit and a classic high neckline for a smart yet comfy look. Perfect for pairing with jeans, skirts, or layered under cosy knits.Red colourRibbed fabric High neckLong sleeve",AED,39,277772,39,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16439156-4785274370622403_abdab893.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""57% Cotton 37% Polyester 6% Elastane"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Ribbed High Neck Top,57% Cotton 37% Polyester 6% Elastane,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-check-shirt-p-g32583600001,Girls Check Shirt,7 Y,Burgundy,,Matalan,"A timeless wardrobe staple with a modern twist, this burgundy check shirt is perfect for everyday wear. Made from soft, breathable fabric, itâ€™s great for layering over tees or wearing buttoned up for a smarter look.With its classic check pattern and relaxed fit, itâ€™s a versatile piece for after school, weekends, or casual outings.Burgundy colourLong sleeveButton up shirtChecked designCollarChest pocket",AED,105,277338,105,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16205816-1225261340484953_76d886b0.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""59% Viscose 41% Polyester"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Check Shirt,59% Viscose 41% Polyester,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-stripe-ringer-long-sleeve-top-p-g32582100001,Girls Stripe Ringer Long Sleeve Top,7 Y,Burgundy,,Matalan,"Refresh her everyday wardrobe with this Girls Burgundy Stripe Ringer Long Sleeve Top. Featuring a classic stripe design with contrasting ringer trims, it brings a sporty yet stylish twist to a casual staple. Crafted from soft, breathable fabric, itâ€™s perfect for all-day comfort and easy to pair with jeans, leggings, or skirts for versatile looks.Burgundy colourStripe ringer styleLong sleeve'New York City Manhattan' slogan",AED,55,277307,55,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16205431-1385273792915373_021352a0.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Stripe Ringer Long Sleeve Top,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-sequin-bow-t-shirt-black,Girls Sequin Bow T-Shirt,7 Y,Black,,Matalan,"Add sparkle to her everyday wardrobe with the Girls Black Sequin Bow T-Shirt. Soft, comfortable, and stylish, this t-shirt pairs perfectly with jeans, skirts, or leggings for a playful yet chic look. The glittering sequin bow adds a touch of glamour, making it ideal for casual days or special outings. Designed with a relaxed fit and short sleeves, it keeps her comfortable while showing off her style.Black colourRed sequin bow detailShort sleeveCrew neck",AED,55,275315,55,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16438101-8105271234641844_ec1156e7.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Sequin Bow T-Shirt,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-stripe-rugby-shirt,Girls Stripe Rugby Shirt,7 Y,Green,,Matalan,"Add sporty charm to her wardrobe with the Girls Green Stripe Rugby Shirt. Made from soft, fabric, this classic rugby shirt is perfect for school, weekends, or casual outings. The vibrant green stripes give it a fresh, energetic look, while the traditional collar and button placket add a smart, timeless touch. Comfortable and easy to wear, it pairs effortlessly with jeans, skirts, or leggings.Green and white colourRugby styleLong sleeveStripe patternCollar and button placket",AED,75,275307,75,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16387273-6135272006331955_04ec3856.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Stripe Rugby Shirt,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-ribbed-roll-neck-top-p-c25266300001,Girls Ribbed Roll Neck Top,1 - 1.5 Y,Black,,Matalan,"A versatile staple for her wardrobe, our Girls Black Ribbed Roll Neck Top is perfect for layering or wearing on its own. Made from a soft, ribbed fabric with a touch of stretch, it offers all-day comfort while keeping her snug. The classic roll neck design adds a stylish finish, making it easy to pair with skirts, jeans, or dungarees for both casual and smarter looks. Ideal for school, weekends, or seasonal layering.Black colour Ribbed Roll neckLong sleeve",AED,39,274733,39,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16205749-7695270949844089_360cbea4.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""57% Cotton 37% Polyester 6% Elastane"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Ribbed Roll Neck Top,57% Cotton 37% Polyester 6% Elastane,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-acid-wash-san-diego-t-shirt-p-g32576100001,Girls Acid Wash San Diego T-Shirt,7 Y,Grey,,Matalan,"Add a cool and casual vibe to her everyday wardrobe with our Girls Grey Acid Wash San Diego T-Shirt. Made from soft, breathable cotton, this tee is as comfortable as it is stylish. The grey acid wash finish gives it a laid-back, vintage-inspired look, while the bold San Diego slogan print adds a fun, sporty edge. Designed with short sleeves and a classic crew neckline, itâ€™s perfect for pairing with jeans, shorts, or leggings for effortless everyday style.Grey colourAcid wash'San Diego 1989' sloganShort sleeve",AED,45,274127,45,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/5/15995122-1385270741929611_9a1f7fc2.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine washable""}",Home / Kids / Tops & T-Shirts / Girls Acid Wash San Diego T-Shirt,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-button-up-henley-cardigan-p-g32581800001,Girls Button Up Henley Cardigan,7 Y,Maroon,,Matalan,"Add warmth and style to her wardrobe with the Girls Burgundy Button Up Henley Cardigan. Crafted from soft, comfortable fabric, this cardigan features a classic Henley design with a button-up front, perfect for layering over tops or dresses.Burgundy colourButton upHenley styleLong sleeve",AED,55,270547,55,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16205421-7725267085358329_5cb79923.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Button Up Henley Cardigan,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-iconic-ringer-top-p-g32578200001,Girls Iconic Ringer Top,7 Y,Grey,,Matalan,"Add a classic touch to her wardrobe with the Girls Grey Iconic Ringer Top. This versatile top features contrasting trim on the sleeves and neckline, giving it a timeless, sporty look. Soft, breathable fabric ensures all-day comfort, making it perfect for school, casual outings, or relaxed weekends. Its simple yet stylish design pairs effortlessly with jeans, skirts, or shorts for a variety of fun outfits.Grey and white colourRinger style'Iconic' sloganLong sleeve",AED,45,270531,45,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16204779-2145267074268958_38348929.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Iconic Ringer Top,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/2-pack-girls-high-neck-tops-p-g32577900001,2 Pack Girls High Neck Tops,7 Y,Multi,,Matalan,"Add vibrant style and cozy comfort to her wardrobe with this 2 Pack of Girls Multicolour High Neck Tops. Made from soft, breathable fabric, these tops feature a snug high neck and playful multicolour designs that are perfect for layering or wearing alone.Black and cream colourHigh neckRibbedLong sleeve2 Pack",AED,75,270523,75,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16204763-4075266804997334_65b3357a.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""57% Cotton 37% Polyester 6% Elastane"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / 2 Pack Girls High Neck Tops,57% Cotton 37% Polyester 6% Elastane,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/5-pack-girls-ballerina-tops-p-c25265500001,5 Pack Girls Ballerina Tops,1 - 1.5 Y,Pink,,Matalan,"Add fun and comfort to her wardrobe with the 5 Pack Girls Pink Ballerina Tops. Featuring charming ballerina-themed prints in soft pink tones, these tops are made from comfortable fabric perfect for everyday wear. With five versatile tops in one pack, dressing becomes easy and stylish.1x Pink with bow pattern1x Pink colour1x Black colour1x Grey colour with heart pattern1x Pink colour with ballet graphicLong sleeve5 Pack",AED,95,270462,95,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16204214-9495266590769164_f8407378.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / 5 Pack Girls Ballerina Tops,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-new-york-slogan-t-shirt-p-g32576700001,Girls New York Slogan T-Shirt,7 Y,White,,Matalan,"Bring a touch of city style to her wardrobe with the Girls White New York Slogan T-Shirt. Made from soft, breathable cotton, this t-shirt features a bold â€œNew Yorkâ€‌ slogan across the front, creating a trendy and playful look. Perfect for everyday wear, it pairs effortlessly with jeans, skirts, or leggings.White colourNavy neckline 'New York' sloganshort sleeve",AED,55,268575,55,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/5/15995142-2025265310910853_0d09696f.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls New York Slogan T-Shirt,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-ribbed-long-sleeve-top-p-c25266500001,Girls Ribbed Long Sleeve Top,1 - 1.5 Y,Pink,,Matalan,"The Girls Pink Ribbed Long Sleeve Top is a versatile everyday essential. Made from soft, stretchy fabric with a subtle ribbed texture, it offers comfort and flexibility for play, layering, or dressing up. Its sweet pink tone adds a pop of colour that works with everything from jeans to skirts. Lightweight yet cosy, this top is perfect for all seasonsâ€”wear it on its own or layered under dresses and jackets for extra warmth.Pink colourLong sleeveHigh neckRibbed",AED,39,267509,39,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16205774-3425262639798576_1c24799b.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""57% Cotton 37% Polyester 6% Elastane"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Ribbed Long Sleeve Top,57% Cotton 37% Polyester 6% Elastane,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-ribbed-long-sleeve-top-p-c25266100001,Girls Ribbed Long Sleeve Top,1 - 1.5 Y,Off White,,Matalan,"The Girls Cream Ribbed Long Sleeve Top is a versatile everyday essential. Made from soft, stretchy fabric with a subtle ribbed texture, it offers comfort and flexibility for play, layering, or dressing up. Lightweight yet cosy, this top is perfect for all seasonsâ€”wear it on its own or layered under dresses and jackets for extra warmth.Cream colourRibbedHigh neckLong sleeves",AED,39,267501,39,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16205741-1845262759073956_7719dec8.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""57% Cotton 37% Polyester 6% Elastane"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Ribbed Long Sleeve Top,57% Cotton 37% Polyester 6% Elastane,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/5-pack-girls-stripe-paris-tops-p-c25265100001,5 Pack Girls Stripe Paris Tops,1 - 1.5 Y,Multi,,Matalan,"Add a pop of Parisian charm to her wardrobe with this 5 Pack of Girls Multicolour Stripe Paris Tops. Each top features playful stripes in a variety of colours and fun Paris inspired design, bringing a stylish twist to everyday dressing.1x Beige with leopard print pattern1x Sage colour1x Pink with stripe pattern1x Navy colour1x Dark prink colour with 'J'adore' sloganLong sleeve5 Pack",AED,95,267440,95,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16204183-5635263185347217_aac6bf82.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / 5 Pack Girls Stripe Paris Tops,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-stripe-ribbed-button-henley-top-p-g32576400001,Girls Stripe Ribbed Button Henley Top,7 Y,Black/White,,Matalan,"Elevate her everyday wardrobe with the Girls Black Stripe Ribbed Button Henley Top. Featuring a timeless black and white stripe pattern and a soft ribbed texture, this top blends classic style with cozy comfort.Black and white colourStripe patternHenley styleRibbedButton fasten detail",AED,55,266836,55,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16291655-1785263168519068_35227cce.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Stripe Ribbed Button Henley Top,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-ribbed-henley-button-top-p-g32573400001,Girls Ribbed Henley Button Top,7 Y,Off White,,Matalan,"A comfy classic with a modern twist, the Girls Cream Ribbed Henley Button Top is a must-have for everyday style. Made from soft, stretchy ribbed fabric, this top features a timeless Henley neckline with button detailing, perfect for layering or wearing solo.Cream colourRibbedLong sleeveHenley styleButton down",AED,55,266765,55,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/5/15993639-1415263144736637_24d44687.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Cotton"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Ribbed Henley Button Top,100% Cotton,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-floral-and-bow-long-sleeve-t-shirt-p-c25265700001,Girls Floral and Bow Long Sleeve T-Shirt,1 - 1.5 Y,Multi,,Matalan,"This cream long sleeve t-shirt features a delicate floral print and a sweet bow detail, making it a lovely addition to her everyday wardrobe. Made from soft, breathable fabric, it offers all-day comfort and style. Perfect for pairing with leggings, jeans, or skirts for playdates or casual outings.Cream colourFloral patternBow detailRibbedLong sleeveCotton rich",AED,45,264663,45,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16204229-8695261466605334_901d2185.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""96% Cotton 4% Elastane"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Floral and Bow Long Sleeve T-Shirt,96% Cotton 4% Elastane,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/3-pack-girls-floral-ribbed-long-sleeve-t-shirts-p-c25265300001,3 Pack Girls Floral Ribbed Long Sleeve T-Shirts,1 - 1.5 Y,Multi,,Matalan,"This 3 pack of mustard floral ribbed t-shirts offers soft, stretchy comfort with a pretty floral print and a cosy ribbed textureâ€”perfect for everyday play and layering. Easy to mix and match, these tees are a colourful staple for little ones.3 pack1x blue floral print1x plain pink1x mustard floral printCrew neckLong sleevesRibbed fabricCotton rich",AED,75,264647,75,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/6/16204191-1135261465836350_c04408f0.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""95% Cotton 5% Elastane"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / 3 Pack Girls Floral Ribbed Long Sleeve T-Shirts,95% Cotton 5% Elastane,Buy 1 Get 1 Free,IN_STOCK,Kids,
https://www.matalanme.com/ae_en/girls-football-t-shirt-p-g32573700001,Girls Football T-Shirt,7 Y,Pink,,Matalan,"Get her game-ready in the Girls Burgundy Football T-Shirt, a sporty essential that blends comfort, style, and team spirit. Featuring classic football-inspired stripes and a rich burgundy hue, this tee is perfect for active days or casual outfits with a cool, athletic edge. Pair it with denim shorts and sneakers for a casual and sporty look.Burgundy colourContrast pink stripe patternV NeckFootball style'76 Bronxville' slogan",AED,59,264134,59,Girls,https://admin.bfab.me/media/catalog/product/cache/083cf153f9c91806e1701964acf5d2a8/1/5/15993649-8905261856575757_14f55e35.jpg,"{""Gender"": ""Girls"", ""Brand"": ""Matalan"", ""Material"": ""100% Polyester"", ""Care Instruction"": ""Machine Washable""}",Home / Kids / Tops & T-Shirts / Girls Football T-Shirt,100% Polyester,Buy 1 Get 1 Free,IN_STOCK,Kids,
