pdp_url,article_number,brand,product_name,size,regular_price,selling_price,price_per_unit,promotion_description,product_description,additional_information,ingredients,allergens,nutrition_info,preparation_instructions,preparation_methods,identification_marking,country_of_origin,storage_instructions,instructions_for_use,variant,country
https://www.spar.at/produktwelt/birne-eden-gold-600g-tasse-birne-eden-gold-600g-tasse-p2020005507210,2020005507210,SPAR PREMIUM,Birne,600 G,2.99,2.99,Per 1 kg 4.98,,"Die Birne Eden Gold überzeugt durch ihre attraktive Erscheinung und ein ausgewogen aromatisches Fruchtprofil. Sie verbindet eine knackige Konsistenz mit saftiger Textur – ideal als Tafelbirne für Genießer. Aussehen: Die Früchte haben eine klassische Birnenform und zeigen eine gelb-grüne Grundfarbe. Häufig ist eine rötliche Deckfarbe auf der Sonnenseite zu sehen. kerasiarachis.gr Geschmack & Textur: Knackig und fest im Biss, mit saftigem Fruchtfleisch. Der Geschmack ist angenehm süß mit milder Säure – ein harmonisches Zusammenspiel. kerasiarachis.gr Ernte- und Saisonzeit: Die Ernte beginnt etwa ab der ersten Septemberwoche und dauert bis in die erste Oktoberwoche. kerasiarachis.gr Verwendung: Frischverzehr, mit Käse oder in Obstsalaten Lagerung: Kühl (idealerweise nahe 0-4 °C) und dunkel lagern, um das Aroma und die Textur möglichst lange zu erhalten und die Frische zu bewahren.",,,,,,,,,,,,Italien
https://www.spar.at/produktwelt/spar-premium-risotto-mit-steinpilzen-p2020000919186,2020000919186,SPAR PREMIUM,Risotto mit Steinpilzen,200 G,2.99,2.99,Per 1 kg 14.95,,"Die Herkunft. Dieser Risottoreis stammt aus Italien, wo Arborio-Reis für seine Kochstabilität und samtige Textur geschätzt wird – ideal für cremige Gerichte mit natürlicher Bindung. Der Geschmack. Die feine Note von getrockneten Steinpilzen verleiht dem Risotto Tiefe und Eleganz und hebt den nussig-würzigen Charakter der Pilze besonders hervor.",,"Zutaten: Reis 94%, getrocknete Steinpilze 5,2%, Salbei, Petersilie.",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1430,00 kJ, Energie Kcal: ca. 337,00 kcal, Fett: ca. 1,00 g, Fett, davon gesättigte Fettsäuren: ca. 0,20 g, Kohlenhydrate: ca. 74,00 g, Kohlenhydrate, davon Zucker: ca. 0 g, Ballaststoffe: ca. 2,30 g, Eiweiß: ca. 6,40 g, Salz: ca. 0,03 g, Broteinheiten: ca. 6,20 BE","Sie brauchen noch: 1/2 l SPAR PREMIUM Gemüsefond, 1/8 l Weißwein, 2 EL DESPAR PREMIUM Olio extra vergine di oliva, 50 ml Schlagobers, und nach Wunsch geriebenen DESPAR PREMIUM Parmigiano Reggiano D.O.P. Das Öl in der Pfanne erhitzen und die gebrauchsfertige Mischung hinzufügen und unter Rühren glasig anschwitzen. Risotto mit Weißwein ablöschen und solange umrühren bis der Wein verdampft ist. Danach nach und nach den heißen Fond hinzugießen bis der Reis bissfest ist. Regelmäßig umrühren. Zum Schluss Obers unterrühren und nach Belieben mit Pfeffer und Salz abschmecken. Nach Geschmack mit frisch geriebenem Parmesan verfeinern. Kochzeit ca. 20 bis 25 Minuten.",Simmern/Köcheln,,,Vor und nach dem Öffnen vor Wärme geschützt lagern. Nach dem Öffnen alsbald genießen.,,mit Steinpilzen,
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-liptauer-scharf-p2020005381612,2020005381612,SPAR PREMIUM Edition Johanna Maier,Liptauer scharf,125 G,2.19,1.99,Per 1 kg 15.92,Mengenvorteil ab 2 Stk. je,"Fein gerührter Frischkäse, Paprika und Gewürze werden zu einem streichfähigen Aufstrich mit pikanter Note kombiniert. Der Geschmack. Kräftig, würzig und mit angenehmer Schärfe – ein Aufstrich mit vollem Charakter. Die Verwendungsmöglichkeiten: Als Brotbelag, Dip oder Begleiter zur Jause verleiht er jeder Mahlzeit eine würzige Note.",Sorgfältig abgepackt in Österreich.,"Zutaten: 30% SPEISETOPFEN*° 20% F.i.T., 15% BUTTER*, 15% SCHAFFRISCHKÄSE* 40% F.i.T., 10% CRÈME FRAÎCHE* 32% Fett, 10% Mayonnaise 50% Fett (Rapsöl, Wasser, EIGELB, modifizierte Stärke, Weingeistessig, Zucker, Salz unjodiert, Konservierungsstoff: Kaliumsorbat; SENFSAAT, Gewürze, Säuerungsmittel: Citronensäure; Verdickungsmittel: Guarkernmehl), Paprika, Essiggurken (Gurken, Weingeistessig, Salz unjodiert), Lauch, Jalapeno-Chili, Gewürze, Zucker, Salz unjodiert, Stärke, Gewürzextrakte, Konservierungsstoff: Kaliumsorbat. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe. *aus Österreich, °nach Schulenburg-Methode","Enthält Eier und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Senf und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1145,00 kJ, Energie Kcal: ca. 277,00 kcal, Fett: ca. 24,00 g, Fett, davon gesättigte Fettsäuren: ca. 12,00 g, Kohlenhydrate: ca. 6,60 g, Kohlenhydrate, davon Zucker: ca. 4,90 g, Ballaststoffe: ca. 1,00 g, Eiweiß: ca. 7,10 g, Salz: ca. 1,70 g, Broteinheiten: ca. 0,60 BE",,,AT 50737 EU,,Vor und nach dem Öffnen gekühlt lagern bei +2°C bis +6°C. Nach dem Öffnen innerhalb von drei Tagen genießen!,,scharf,Österreich
https://www.spar.at/produktwelt/spar-premium-wasabi-chips-p2020001850846,2020001850846,SPAR PREMIUM,Wasabi Chips,100 G,1.79,1.79,Per 1 kg 17.9,,"Die Herstellungsweise. Im Vakuum bei nur 140 °C frittiert, behalten die dicken Kartoffelscheiben ihre natürliche Farbe und nehmen deutlich weniger Fett auf als herkömmliche Chips. Der Geschmack. Knusprig mit klarer Wasabinote entfalten sie ein angenehm scharfes Aromenspiel, das nicht von Fett überlagert wird - pur oder zu Dip-Saucen ein Genuss.",Sorgfältig abgepackt in der Schweiz.,"Zutaten: Kartoffeln, Sonnenblumenöl, Aroma, Wasabi-Extrakt, Salz unjodiert, Säureregulator: Natriumacetat, Farbstoff: Kupferhaltige Komplexe der Chlorophylle und Chlorophylline.",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 2059,00 kJ, Energie Kcal: ca. 491,00 kcal, Fett: ca. 22,00 g, Fett, davon gesättigte Fettsäuren: ca. 1,60 g, Kohlenhydrate: ca. 65,00 g, Kohlenhydrate, davon Zucker: ca. 3,00 g, Ballaststoffe: ca. 4,70 g, Eiweiß: ca. 6,00 g, Salz: ca. 1,80 g, Broteinheiten: ca. 5,40 BE",,,,,Vor und nach dem Öffnen trocken und vor Wärme geschützt lagern.,,,
https://www.spar.at/produktwelt/spar-premium-forellenkaviar-p2020005965577,2020005965577,SPAR PREMIUM,Forellenkaviar,50 G,6.99,6.99,Per 1 kg 17.9,,ASC-C-00627 Aus einer ASC-zertifizierten verantwortungsvollen Zucht.www.asc-aqua.org,,"Zutaten: FORELLENROGEN, Salz unjodiert. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.",Enthält Fische und daraus gewonnene Erzeugnisse,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 818,00 kJ, Energie Kcal: ca. 195,00 kcal, Fett: ca. 8,50 g, Fett, davon gesättigte Fettsäuren: ca. 1,70 g, Kohlenhydrate: ca. 0,70 g, Kohlenhydrate, davon Zucker: < 0,50 g, Eiweiß: ca. 29,00 g, Salz: ca. 3,20 g, Broteinheiten: ca. 0,10 BE",,,DE HE 10800 EU,,Gekühlt bei +2°C bis +8°C lagern. Nach dem Öffnen innerhalb von 3 Tagen genießen.,,,
https://www.spar.at/produktwelt/spar-premium-piccole-lingue-peperoncino-p2020006011853,2020006011853,DESPAR PREMIUM,Piccole Lingue Peperoncino,120 G,2.99,2.99,Per 1 kg 24.92,,"Die Herkunft. Die DESPAR PREMIUM Piccole Lingue werden von einer kleinen, familiengeführten Manufaktur im Piemont hergestellt. Deren Geschichte geht bis ins Jahr 1860 zurück, als Giacomo Bertolone, der Urgroßvater des heutigen Besitzers, eine Bäckerei in Pino Torinese eröffnete. Alle neun Kinder führten diese Bäckertätigkeit weiter. Eines davon zog nach Carmagnola, wo nun unsere DESPAR PREMIUM Piccole Lingue produziert werden. Diese Region ist auch besonders für ihre hochwertigen Rohstoffe und die alte Backtradition bekannt. Die Herstellung. Die Herstellung erfolgt nach traditionellen Familienrezepten. Es werden nur beste, sorgfältig ausgewählte Rohstoffe verwendet, die nach alter Backtradition und von Hand verarbeitet werden. Jeder Schritt bis zur Fertigstellung wird mit großer Sorgfalt durchgeführt, um die hohe Qualität zu gewährleisten. Die Fladenbrote, auch „Lingue"" genannt, sind dünne, handwerklich hergestellte Brote, die knusprig gebacken werden. Sie werden mit einfachen, na türlichen Zutaten wie Mehl, Salz und feinstem nativem Olivenöl extra hergestellt. Die Verwendung. DESPAR PREMIUM Piccolo Lingue sind eine köstliche und ausgezeichnete Alternative zum traditionellen Brot. Ihre Vielseitigkeit macht sie zur perfekten Ergänzung von Antipasti und Käseplatten.","- traditionelle Brot-Spezialität nach piemonteser Rezeptur Die Herkunft. Die DESPAR PREMIUM Piccole Lingue werden von einer kleinen, familiengeführten Manufaktur im Piemont hergestellt. Deren Geschichte geht bis ins Jahr 1860 zurück, als Giacomo Bertolone, der Urgroßvater des jetzigen Besitzers, eine Bäckerei in Pino Torinese eröffnete. Alle neun Kinder führten diese Bäckertätigkeit weiter. Einer davon zog nach Carmagnola, wo heute unsere DESPAR PREMIUM Piccole Lingue produziert werden. Diese Region ist auch besonders für ihre hochwertigen Rohstoffe und die alte Backtradition bekannt. Die Herstellung. Die Herstellung erfolgt nach traditionellen Methoden und Familienrezepten. Es werden nur die besten, sorgfältig ausgewählten Rohstoffen verwendet, die nach alter Backtradition und von Hand verarbeitet werden. Jeder Schritt von der Reinigung bis zur Fertigstellung wird mit großer Sorgfalt durchgeführt, um die hohe Qualität zu gewährleisten. Die Fladenbrote, auch ""Lingue"" gena nnt, sind dünne, handwerklich hergestellte Brote, die knusprig gebacken werden. Sie werden mit einfachen, natürlichen Zutaten wie Mehl, Salz und feinstem nativem Olivenöl extra hergestellt. Die Verwendung. DESPAR PREMIUM Piccolo Lingue sind eine köstliche und ausgezeichnete Alternative zum traditionellen Brot. Ihre Vielseitigkeit macht sie zur perfekten Ergänzung von Antipasti und Käseplatten.","Zutaten: WEIZENMEHL, 10% natives Olivenöl extra, Salz unjodiert, WEIZENMALZMEHL, Bierhefe, 0,3% Chili, Paprika. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sesamsamen und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1761,00 kJ, Energie Kcal: ca. 418,00 kcal, Fett: ca. 9,40 g, Fett, davon gesättigte Fettsäuren: ca. 1,30 g, Kohlenhydrate: ca. 72,00 g, Kohlenhydrate, davon Zucker: ca. 4,50 g, Ballaststoffe: ca. 2,90 g, Eiweiß: ca. 9,50 g, Salz: ca. 2,80 g, Broteinheiten: ca. 6,00 BE",,,,"Weizenmehl: Italien; natives Olivenöl extra: EU, Chilischoten: Indien, Spanien, Mexiko",Trocken und vor Wärme und Licht geschützt lagern. Nach dem Öffnen alsbald genießen.,,Peperoncino,
https://www.spar.at/produktwelt/spar-premium-burrata-al-tartufo-p2020003939082,2020003939082,DESPAR PREMIUM,Burrata al tartufo,100 G,2.69,2.69,Per 1 kg 26.9,,"Herkunft: Die DESPAR PREMIUM Burrata al Tartufo wird nach traditioneller Käsekunst in Italien hergestellt. Durch die Verfeinerung mit edlem Trüffel erhält sie ihren unverwechselbaren Charakter und verbindet cremige Frische mit aromatischer Raffinesse. Geschmack: Zartschmelzend, mild und zugleich intensiv – die cremige Füllung harmoniert perfekt mit den erdigen Noten des Trüffels. Ein außergewöhnliches Geschmackserlebnis für Feinschmecker. Verwendungsmöglichkeiten: Ideal als edler Höhepunkt auf der Käseplatte, pur mit etwas Olivenöl oder als luxuriöse Verfeinerung von Pasta- und Risottogerichten.""",,"Zutaten: pasteurisierte MILCH, 41% SAHNE, 3% Trüffelbutter (BUTTER, 0,1% Weiße Trüffel [Tuber magnatum Pico], Salz unjodiert, Aroma), Säureregulator: Milchsäure, Salz unjodiert, Konservierungsstoff: Kaliumsorbat, mikrobielles Lab. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.",Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose),"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1122,00 kJ, Energie Kcal: ca. 271,00 kcal, Fett: ca. 25,00 g, Fett, davon gesättigte Fettsäuren: ca. 18,00 g, Kohlenhydrate: ca. 1,10 g, Kohlenhydrate, davon Zucker: ca. 1,10 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 9,90 g, Salz: ca. 0,43 g, Broteinheiten: ca. 0,10 BE","Verzehrs-Empfehlung: Dieses Produkt kann pur, oder mit etwas Olivenöl und Brot genossen werden. Genusstipp: Ofenkartoffeln kurz vor dem Servieren mit Burratastückchen belegen.",Verzehrfertig,IT L547C CE,Prodotto in Italia,Gekühlt lagern bei max. +7°C. Nach dem Öffnen zum unmittelbaren Verzehr bestimmt.,,al tartufo,Italien
https://www.spar.at/produktwelt/spar-premium-tomate-an-der-rispe-p2020005521308,2020005521308,SPAR PREMIUM,Tomate an der Rispe,500 G,2.99,2.99,Per 1 kg 26.9,,"Mit ihrem milden Aroma und dem saftigen Biss eignen sich diese Tomaten sowohl für den Rohverzehr als auch für Saucen, Salate und mediterrane Gerichte – ein vielseitiger Allrounder für jede Küche.",,,,,,,,,,,an der Rispe,Österreich
https://www.spar.at/produktwelt/spar-premium-mezze-maniche-p2020004938749,2020004938749,SPAR PREMIUM,Mezze Maniche,500 G,1.79,1.69,Per 1 kg 3.38,Mengenvorteil ab 2 Stk. je,"Die Herstellung: Die DESPAR PREMIUM Pasta wird in Süditalien aus 100% italienischem Hartweizen gefertigt. Bei dem besonderen Herstellungsverfahren „trafilatura al bronzo"" wird die Pasta schonend durch eine Bronzeform gezogen. Das verleiht ihr eine raue und matte Oberflächenstruktur, die dazu beiträgt, dass Sughi und Pesti besonders gut haften bleiben. Der Geschmack: Die italienische Pasta zeichnet sich nicht nur durch ihren besonderen feinen Geschmack aus, sondern auch durch einen hohen Protein-Gehalt. Mezze Maniche: Mezze Maniche ist eine norditalienische Pastaspezialität und bedeutet ""halbe Ärmel"". Die ""kurzärmlige"" Röhrennudel kann mit ihrem großen Durchmesser von ca. 2 cm unterschiedlichste Saucen optimal aufnehmen.",,"Zutaten: HARTWEIZENGRIESS, Wasser. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1511,00 kJ, Energie Kcal: ca. 356,00 kcal, Fett: ca. 1,50 g, Fett, davon gesättigte Fettsäuren: ca. 0,30 g, Kohlenhydrate: ca. 70,00 g, Kohlenhydrate, davon Zucker: ca. 3,70 g, Ballaststoffe: ca. 3,00 g, Eiweiß: ca. 14,00 g, Salz: ca. 0 g","Nudeln in gesalzenes, kochendes Wasser geben (1l Wasser pro 100g Nudeln) und 12 Minuten ""al dente"" kochen. Abgießen und servieren.",Sieden in kochender Flüssigkeit,,,Vor Wärme geschützt und trocken lagern.,,,
https://www.spar.at/produktwelt/spar-premium-schoko-mandeln-p2020002517199,2020002517199,SPAR PREMIUM,Schoko-Mandeln,150 G,3.99,3.99,Per 1 kg 26.6,,Die Herkunft. Ausgewählte Mandeln werden mit feinster Schweizer Milchschokolade überzogen – der verwendete Kakao stammt von zertifizierten Farmen. Der Geschmack. Knackige Nüsse und zartschmelzende Schokolade verschmelzen zu einem hochwertigen Snack ohne Palmöl – ideal für besondere Genussmomente.,,"Zutaten: Zucker, 34% MANDELN, Kakaobutter, MAGERMILCHPULVER, Kakaomasse, VOLLMILCHPULVER, BUTTERREINFETT, Kakaopulver, Emulgator: Lecithine (SOJA), natürliches Aroma. Kakao: 31% mindestens in der Schokolade. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Nüsse und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Nüsse und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 2283,00 kJ, Energie Kcal: ca. 549,00 kcal, Fett: ca. 36,00 g, Fett, davon gesättigte Fettsäuren: ca. 12,00 g, Kohlenhydrate: ca. 43,00 g, Kohlenhydrate, davon Zucker: ca. 42,00 g, Ballaststoffe: ca. 6,30 g, Eiweiß: ca. 10,00 g, Salz: ca. 0,12 g, Broteinheiten: ca. 3,60 BE",,,,Sorgfältig abgepackt in der Schweiz,"Vor und nach dem Öffnen vor Wärme geschützt, trocken und geruchsfrei lagern.",,,
https://www.spar.at/produktwelt/spar-premium-avocado-p2020004296283,2020004296283,SPAR PREMIUM,Avocado,1 STK,2.79,2.79,Per 1 Stk. 2.79,,"Die SPAR PREMIUM Avocado steht für höchste Qualität und besten Geschmack. Die Frucht ist genussreif, mit cremigem, nussigem Fruchtfleisch und eignet sich ideal für Salate, Bowls, Brotaufstriche oder warme Gerichte.",,,,,,,,,,,,Südafrika
https://www.spar.at/produktwelt/spar-premium-salsa-pronta-di-pomodoro-ciliegino-giallo-p2020005397163,2020005397163,SPAR PREMIUM,Salsa pronta di pomodoro ciliegino giallo,360 G,2.49,2.49,Per 1 kg 6.92,,Der Geschmack. Sonnengereifte gelbe Kirschtomaten bilden die Basis der SPAR PREMIUM Salsa Pronta di Pomodoro Ciliegino Giallo und schenken ihr eine fruchtige Milde. Diese fertige Tomatensauce bringt italienische Frische und intensive Aromatik in die Küche.,"Sorgfältig hergestellt für Despar Italia S.c.a r.L, Via Cristoni, 82 - IT-40033 Casalecchio di Reno (BO) von Società Agricola Monterosso nello stabilimento di Contrada Coffa s.n. Zona Artigianale, IT-97012 Chiaramonte Gulfi (RG).","Zutaten: gelbe Kirschtomaten (98%), Karotten, natives Olivenöl extra, Schalotten, Salz, Zucker.",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 148,00 kJ, Energie Kcal: ca. 35,00 kcal, Fett: < 0,50 g, Fett, davon gesättigte Fettsäuren: < 0,10 g, Kohlenhydrate: ca. 5,90 g, Kohlenhydrate, davon Zucker: ca. 5,80 g, Ballaststoffe: ca. 1,40 g, Eiweiß: ca. 1,00 g, Salz: ca. 0,53 g",,,,,Trocken und vor Wärme geschützt aufbewahren. Nach dem Öffnen im Kühlschrank aufbewahren und innerhalb von 7 Tagen genießen.,,di pomodoro ciliegino giallo,
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-kuerbissuppe-p6031305,6031305,SPAR PREMIUM Edition Johanna Maier,Kürbissuppe,400 ML,3.99,3.49,Per 1 l 8.73,Mengenvorteil ab 2 Stk. je,"Die Herkunft. Diese Suppe wird in einer kleinen Manufaktur mit hohem Anspruch an Zutaten und Geschmack zubereitet. Der Geschmack. Fein abgestimmte Aromen aus Kürbis, Karotten, Süßkartoffeln und Fenchel verbinden sich zu einer cremig-milden Suppe mit herbstlicher Wärme. Die Textur ist samtig, die Würze ausgewogen. Die Verwendungsmöglichkeiten. Ideal als Vorspeise oder leichter Hauptgang – pur oder mit Croutons verfeinert – bringt sie schnellen Genuss mit Tiefgang auf den Teller.",Sorgfältig abgefüllt in Österreich.,"Zutaten: Wasser, 25% Kürbis, 7% Süßkartoffeln, Paprika, Karotten, Tomaten gehackt, Fenchel, Tomatensaft, Gemüse-Bouillon (Gekörnte Brühe [Würze, Salz unjodiert, Sonnenblumenöl], Gewürzextrakte [Knoblauch, Liebstöckel, Muskatnuss], Stärke, Zucker, Gewürze [Kurkuma, Liebstöckel, Pastinake, Petersilie, Schnittlauch, Zwiebeln], Shiitakepilze, Tomatenpulver, Karotte, Lauch), Maisstärke, Olivenöl, Zwiebeln, Gewürzsalz (Steinsalz unjodiert, Gewürze [Bockshornklee, Szechuanpfeffer, Koriander, Ingwer, Pfeffer, Kreuzkümmel, Kardamom]), Sojasauce (Wasser, SOJABOHNEN, WEIZEN, Salz unjodiert), Dattelsirup, Ingwer, Zitronensaft aus Zitronensaftkonzentrat, Steinsalz unjodiert, Knoblauch, Kurkuma, Chili. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Sojabohnen und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 ml, Energie Kjoule: ca. 133,00 kJ, Energie Kcal: ca. 32,00 kcal, Fett: ca. 1,20 g, Fett, davon gesättigte Fettsäuren: ca. 0,20 g, Kohlenhydrate: ca. 4,10 g, Kohlenhydrate, davon Zucker: ca. 2,20 g, Ballaststoffe: ca. 0,60 g, Eiweiß: ca. 0,80 g, Salz: ca. 0,93 g, Broteinheiten: ca. 0,30 BE","Bei mittlerer Hitze ca. 4 Minuten unter ständigem Rühren erwärmen., Ziehen Sie die Kartonschleife ab, öffnen Sie den Deckel, legen Sie diesen lose auf den Rand, dann bei 600 Watt 4-5 Minuten erhitzen, danach noch kurz umrühren und genießen. Vorsicht, der Becher wird heiß!","Simmern/Köcheln, Zubereitung in der Mikrowelle",,,Vor und nach dem Öffnen gekühlt lagern. Nach dem Öffnen innerhalb von 2 Tagen genießen.,Vor dem Öffnen gut schütteln.,,
https://www.spar.at/produktwelt/spar-premium-porchetta-p2020004431592,2020004431592,SPAR PREMIUM,Porchetta,1 KG,1.69,1.69,Per 1 kg 16.9,,"Die Herstellungsweise. Aus sorgfältig ausgewähltem Bauchspeck und Lendenstücken gefertigt, wird die Porchetta mit natürlichen Kräutern und Gewürzen eingerieben, von Hand gebunden und im Ofen bei hoher Temperatur gebraten. Dieses Verfahren sorgt für zarte Konsistenz und intensives Aroma. Der Geschmack. Außen knusprig, innen saftig – die Kombination aus Röstaromen, Kräutern und saftigem Fleisch macht die Porchetta zu einer echten Delikatesse.",,"Zutaten: Schweinefleisch (91%), Wasser, Salz, Gewürze, Dextrose, Maltodextrin, Aromen, Raucharoma; Säureregulator: E331; Stabilisator: E407; Antioxidationsmittel: E316; Konservierungsstoff: E250.",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1000,00 kJ, Energie Kcal: ca. 240,00 kcal, Fett: ca. 17,00 g, Fett, davon gesättigte Fettsäuren: ca. 6,80 g, Kohlenhydrate: ca. 3,00 g, Kohlenhydrate, davon Zucker: ca. 0,50 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 21,00 g, Salz: ca. 2,80 g, Broteinheiten: ca. 0,30 BE",,,,,,,,Italien
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-thunfisch-aufstrich-p2020001462919,2020001462919,SPAR PREMIUM Edition Johanna Maier,Thunfisch-Aufstrich,125 G,2.59,1.99,Per 1 kg 15.92,Mengenvorteil ab 2 Stk. je,"MSC-C-52978 Die Herkunft. Mit MSC-zertifiziertem Thunfisch aus verantwortungsvollem Fang und fein abgeschmeckter Mayonnaise entsteht dieser zarte Brotaufstrich. Der Geschmack. Mildes Thunfischfilet, cremige Konsistenz und dezente Würze sorgen für frischen Meeresflair auf Gebäck oder Crackern. Die Verwendungsmöglichkeiten. Perfekt für Sandwiches, als Dip zu Rohkost oder als aromatischer Kick in Kartoffelsalat – schnell serviert, nachhaltig gefischt.",Sorgfältig abgepackt in Österreich. Trotz größter Sorgfalt können Olivenkerne und Reste von Olivenkernen im Produkt enthalten sein.,"Zutaten: 30% THUNFISCH**, 28% FRISCHKÄSE 70% F.i.T., 9% MASCARPONE* 85% F.i.T., 9% SPEISETOPFEN*° 20% F.i.T., 9% Mayonnaise 50% Fett (Rapsöl, Wasser, EIGELB, modifizierte Stärke, Weingeistessig, Zucker, Salz unjodiert, Konservierungsstoff: Kaliumsorbat, SENFSAAT, Gewürze, Säuerungsmittel: Citronensäure, Verdickungsmittel: Guarkernmehl), Paprika, Oliven, Weingeistessig, Salz unjodiert, Weißweinbalsamessig (Weißwein, Traubensaftkonzentrat), Tomatenmarkkonzentrat, Kapern, Apfelsaftkonzentrat, Konservierungsstoff: Kaliumsorbat, Steinsalz unjodiert, Maisstärke, Zwiebel, Chili, Oregano, Koriander, Ingwer, Pfeffer, Knoblauch, Kurkuma, Nelken, Zimt, Zucker, Meersalz unjodiert, Verdickungsmittel: Guarkernmehl. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe. *aus Österreich, °nach Schulenburg-Methode *Fisch aus einer Fischerei, die nach dem MSC-Umweltstandard zertifiziert wurde. msc.org ECHTER BONITO, lat. Katsuwonus pelamis","Enthält Eier und daraus gewonnene Erzeugnisse, Enthält Fische und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Senf und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 878,00 kJ, Energie Kcal: ca. 212,00 kcal, Fett: ca. 17,00 g, Fett, davon gesättigte Fettsäuren: ca. 8,90 g, Kohlenhydrate: ca. 3,10 g, Kohlenhydrate, davon Zucker: ca. 2,20 g, Ballaststoffe: < 0,60 g, Eiweiß: ca. 11,00 g, Salz: ca. 1,50 g, Broteinheiten: ca. 0,30 BE",,,AT 50737 EU,,Vor und nach dem Öffnen gekühlt lagern bei +2°C bis +6°C. Nach dem Öffnen innerhalb von drei Tagen genießen!,,,
